hours_since_catch,hours_before_ice,avg_storage_temp,temp_variance,species_shelf_life,weight_kg,risk
27.592348438162738,3.7364081846669848,10.409971286829496,3.1907228418608695,29.93472247226499,1702.1113265080187,0.8288098141667147
68.50071575510405,3.3291209623140325,1.1367039251780966,2.2964622676709654,17.68906650972348,1014.3082352527723,0.9144869676987761
52.97156986860976,1.7615391250286005,3.8928748042880645,4.822492624319704,19.58155349833296,431.1579407327623,0.8480589633184654
43.5047523779896,6.07266670101488,9.27577082658291,1.094892254921191,22.840267690855306,1486.4514838896805,0.890369198934271
12.077323471412992,4.766241605086289,6.195518856916159,2.9392820799947033,24.219200061896903,866.4223645824267,0.7255470664733551
12.075610943870387,8.657009923240036,10.555707656793196,3.501050074951113,26.535708552632645,1209.5235927323695,0.8088497528932199
5.123936463942162,0.32109580482058253,14.340534320788613,4.127822446726908,27.327601737809665,259.1673158391807,0.6967823921879502
62.4985063500204,6.438679275551263,-0.018706308841642594,2.0348551521400355,39.342980729252155,1281.5887795561848,0.9266282595502053
43.679165833767826,7.629488785115611,10.062651178767036,3.4346095382874076,42.57439144956248,778.4234534429925,0.9116541582369697
51.27315302351923,7.59486569188307,1.9158506457459468,1.5160073569214139,30.532752487581355,701.6700119510642,0.894519474934949
2.4614990950019737,8.860739670955251,5.046104365928677,2.1773804618091015,66.43778519524369,1960.8353786167124,0.6920669404894718
69.8635995035016,7.290337428294941,-1.441333661482623,4.478135656016996,45.18838340033727,893.2397533824821,0.9398960481097427
60.103427496829944,9.278100616476962,0.3104254989758819,4.749538046654772,59.248615682004406,1372.1748373256817,0.9324667360236891
16.076076858157606,3.3265659982089146,3.4362139138312946,3.5940867346363237,67.4542699452506,1274.0686943689902,0.6584263511640337
13.909572671704144,5.032094167515431,3.813758689895744,1.8717594538809252,21.788106874548312,253.3919242260574,0.6742424494895785
14.021720199593801,0.14079663282890675,13.292948679855629,4.10028894987332,37.672469022938074,1508.4586972754164,0.7291278101132116
22.601199250127177,0.06957587303291213,10.610819457530758,0.1293354086271009,37.992624102876526,680.1604466954742,0.7395219241340352
38.25770664588889,2.401266204515199,14.5271104591797,0.5137295526971053,33.26833502630125,1607.9321209336333,0.8762934250995196
31.66809632359022,1.0080719713908526,8.18421567569909,3.3068686818768054,12.534351993098397,1234.8995260999957,0.7776909608443515
21.677268954060978,2.602113679357536,2.1091334455524056,1.456242876350287,60.958326466685705,668.3284054093047,0.6956300824123377
44.44155552528894,1.770432945283974,3.5701355086679287,4.756931092002389,18.693559293234166,744.7712726455883,0.8250364661004377
10.904064106294971,0.2852002483864824,3.43721069596344,2.1803030604615237,71.72883587530553,1476.4393708494033,0.5723088827025995
21.74227004600049,9.093041464060494,3.550403570275277,2.146824101945885,58.3775095146709,1122.6156644896196,0.7936838419996634
27.01169087385211,0.08223131388891525,9.440390942900866,3.3903975509546562,46.80060105639087,1353.2845293090647,0.756914137090966
33.38096887940955,7.360821443370854,7.023734777537076,3.8378428115309484,21.276385064495848,358.72072609661717,0.8645914313465225
56.747493258903965,1.5214788691951653,4.5522110274729535,2.3777936906256825,42.92357828359482,1584.6045108454164,0.8663894704500792
15.176838533243542,9.122296219996,0.5345260683881823,1.0700045085586207,27.666524451468533,674.7630718843177,0.7551590037792681
